id	description	uniprotIDs	ncbiIDs
B01R17C16	F-box protein 36 (FBXO36)	Q8NEA4	NM_174899.3,BC017869.1
B01R17C17	phenylethanolamine N-methyltransferase (PNMT)	P11086	NM_002686.2
B01R17C18	phenylethanolamine N-methyltransferase (PNMT)	P11086	NM_002686.2
B01R17C19	chromosome 9 open reading frame 25 (C9orf25)	Q8IW50	BC041009.2
B01R17C20	chromosome 9 open reading frame 25 (C9orf25)	Q8IW50	BC041009.2
B01R17C21	GIPC PDZ domain containing family, member 2 (GIPC2)	Q8TF65	BC036075.1
B01R17C22	GIPC PDZ domain containing family, member 2 (GIPC2)	Q8TF65	BC036075.1
B01R18C01	glutamate-cysteine ligase, modifier subunit (GCLM)	P48507	NM_002061.1
B01R18C02	glutamate-cysteine ligase, modifier subunit (GCLM)	P48507	NM_002061.1
B01R18C03	LPS-responsive vesicle trafficking, beach and anchor containing (LRBA)	P50851	BC012535.1,BC064834.1
B01R18C04	LPS-responsive vesicle trafficking, beach and anchor containing (LRBA)	P50851	BC012535.1,BC064834.1
B01R18C05	chromosome 8 open reading frame 45 (C8orf45)	Q4G0Z9	NM_173518.2
B01R18C06	chromosome 8 open reading frame 45 (C8orf45)	Q4G0Z9	NM_173518.2
B01R18C07	dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2)	Q9BQY9	BC001105.1
B01R18C08	dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2)	Q9BQY9	BC001105.1
B01R18C09	Proteasome subunit alpha type-7-like	Q8TAA3	BC025389.1
B01R18C10	Proteasome subunit alpha type-7-like	Q8TAA3	BC025389.1
B01R18C11	ephrin-A3 (EFNA3)	P52797	NM_004952.3
B01R18C12	ephrin-A3 (EFNA3)	P52797	NM_004952.3
B01R18C13	5-hydroxytryptamine (serotonin) receptor 1E (HTR1E)	P28566	NM_000865.1
B01R18C14	5-hydroxytryptamine (serotonin) receptor 1E (HTR1E)	P28566	NM_000865.1
B01R18C15	protein kinase C, epsilon (PRKCE)	Q02156	NM_005400.1
B01R18C16	protein kinase C, epsilon (PRKCE)	Q02156	NM_005400.1
B01R18C17	Dual specificity mitogen-activated protein kinase kinase 5	Q13163	BC008838.1
B01R18C18	Dual specificity mitogen-activated protein kinase kinase 5	Q13163	BC008838.1
B01R18C19	H2A histone family, member Y2 (H2AFY2)	Q9P0M6	NM_018649.1
B01R18C20	H2A histone family, member Y2 (H2AFY2)	Q9P0M6	NM_018649.1
B01R18C21	B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 2	Q9H165	NM_018014.2
B01R18C22	B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 2	Q9H165	NM_018014.2
B01R19C01	chromosome 11 open reading frame 79 (C11orf79)	Q9NX18	NM_017841.1
B01R19C02	chromosome 11 open reading frame 79 (C11orf79)	Q9NX18	NM_017841.1
B01R19C03	transmembrane emp24 protein transport domain containing 9 (TMED9)	Q9BVK6	NM_017510.1
B01R19C04	transmembrane emp24 protein transport domain containing 9 (TMED9)	Q9BVK6	NM_017510.1
B01R19C05	T-box 22 (TBX22)	Q9Y458	BC014194.1
B01R19C06	T-box 22 (TBX22)	Q9Y458	BC014194.1
B01R19C07	myozenin 1 (MYOZ1)	Q9NP98	NM_021245.2
B01R19C08	myozenin 1 (MYOZ1)	Q9NP98	NM_021245.2
B01R19C09	ubiquitin D (UBD)	O15205	BC012472.1
B01R19C10	ubiquitin D (UBD)	O15205	BC012472.1
B01R19C11	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator) (TNFRSF14)	Q92956	BC002794.1
B01R19C12	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator) (TNFRSF14)	Q92956	BC002794.1
B01R19C13	MYC associated factor X (MAX)	P61244	BC036092.1
B01R19C14	MYC associated factor X (MAX)	P61244	BC036092.1
B01R19C15	grainyhead-like 3 (Drosophila) (GRHL3), transcript variant 2	Q8TE85	NM_198173.1
B01R19C16	grainyhead-like 3 (Drosophila) (GRHL3), transcript variant 2	Q8TE85	NM_198173.1
B01R19C17	apolipoprotein L, 3 (APOL3), transcript variant beta/a	O95236	NM_145641.1
B01R19C18	apolipoprotein L, 3 (APOL3), transcript variant beta/a	O95236	NM_145641.1
B01R19C19	leucine rich repeat containing 39 (LRRC39)	Q96DD0	NM_144620.1
B01R19C20	leucine rich repeat containing 39 (LRRC39)	Q96DD0	NM_144620.1
B01R19C21	zinc finger protein 471 (ZNF471)	Q8N6T4	BC028227.1
B01R19C22	zinc finger protein 471 (ZNF471)	Q8N6T4	BC028227.1
B01R20C01	fibroblast growth factor binding protein 2 (FGFBP2)	Q9BYJ0	NM_031950.1
B01R20C02	fibroblast growth factor binding protein 2 (FGFBP2)	Q9BYJ0	NM_031950.1
B01R20C03	zinc finger protein 581 (ZNF581)	Q9P0T4	NM_016535.1
B01R20C04	zinc finger protein 581 (ZNF581)	Q9P0T4	NM_016535.1
B01R20C05	chromosome 14 open reading frame 100 (C14orf100), transcript variant 1	Q9P055	NM_016475.2
B01R20C06	chromosome 14 open reading frame 100 (C14orf100), transcript variant 1	Q9P055	NM_016475.2
B01R20C07	serum/glucocorticoid regulated kinase family, member 3 (SGK3), transcript variant 1	Q96BR1	NM_013257.3
B01R20C08	serum/glucocorticoid regulated kinase family, member 3 (SGK3), transcript variant 1	Q96BR1	NM_013257.3
B01R20C09	nucleolar and coiled-body phosphoprotein 1 (NOLC1)	Q14978	BC006769.1
B01R20C10	nucleolar and coiled-body phosphoprotein 1 (NOLC1)	Q14978	BC006769.1
B01R20C11	Krueppel-like factor 6	Q99612	BC004301.1
B01R20C12	Krueppel-like factor 6	Q99612	BC004301.1
B01R20C13	DEAH (Asp-Glu-Ala-His) box polypeptide 16 (DHX16)	O60231	BC008825.2
B01R20C14	DEAH (Asp-Glu-Ala-His) box polypeptide 16 (DHX16)	O60231	BC008825.2
B01R20C15	ATPase, H+ transporting V0 subunit E isoform 2-like (rat) (ATP6V0E2L), mRNA	NA	NA
B01R20C16	ATPase, H+ transporting V0 subunit E isoform 2-like (rat) (ATP6V0E2L), mRNA	NA	NA
B01R20C17	G antigen, family D, 2 (GAGED2), transcript variant 3, mRNA	NA	NA
B01R20C18	G antigen, family D, 2 (GAGED2), transcript variant 3, mRNA	NA	NA
B01R20C19	Hypothetical protein MGC21881 (MGC21881), mRNA	NA	NA
B01R20C20	Hypothetical protein MGC21881 (MGC21881), mRNA	NA	NA
B01R20C21	Cornichon homolog (Drosophila) (CNIH), transcript variant 2, mRNA	NA	NA
B01R20C22	Cornichon homolog (Drosophila) (CNIH), transcript variant 2, mRNA	NA	NA
B01R21C01	PREDICTED	NA	NA
B01R21C02	PREDICTED	NA	NA
B01R21C03	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast) (ELOVL5), mRNA	NA	NA
B01R21C04	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast) (ELOVL5), mRNA	NA	NA
B01R21C05	Nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 3, mRNA	NA	NA
B01R21C06	Nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 3, mRNA	NA	NA
B01R21C07	Zinc finger protein 161 homolog (mouse) (ZFP161), mRNA	NA	NA
B01R21C08	Zinc finger protein 161 homolog (mouse) (ZFP161), mRNA	NA	NA
B01R21C11	Internal Control	NA	NA
B01R21C12	Internal Control	NA	NA
B01R21C14	CNTN2 / Contactin-2 Protein (His Tag)	NA	NA
B01R21C16	Internal Control	NA	NA
B01R21C17	CNTN3 / Contactin-3 Protein (His Tag)	NA	NA
B01R21C18	CNTN3 / Contactin-3 Protein (His Tag)	NA	NA
B01R21C19	Internal Control	NA	NA
B01R21C21	Fibronectin Human Protein, Nati-Ve	NA	NA
B01R21C22	Fibronectin Human Protein, Nati-Ve	NA	NA
B02R02C11	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) (LRAT)	O95237	BC031053.1
B02R02C12	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) (LRAT)	O95237	BC031053.1
B02R02C13	cyclin-dependent kinase 2-interacting protein (CINP)	Q9BW66	NM_032630.2
B02R02C14	cyclin-dependent kinase 2-interacting protein (CINP)	Q9BW66	NM_032630.2
B02R02C15	nicolin 1 (NICN1)	Q9BSH3	NM_032316.1
B02R02C16	nicolin 1 (NICN1)	Q9BSH3	NM_032316.1
B02R02C17	RAB2B, member RAS oncogene family (RAB2B)	Q8WUD1	NM_032846.2
B02R02C18	RAB2B, member RAS oncogene family (RAB2B)	Q8WUD1	NM_032846.2
B02R02C19	OTU domain, ubiquitin aldehyde binding 2 (OTUB2)	Q96DC9,Q9BWI9	BC000208.1,BC009615.1,NM_023112.2
B02R02C20	OTU domain, ubiquitin aldehyde binding 2 (OTUB2)	Q96DC9,Q9BWI9	BC000208.1,BC009615.1,NM_023112.2
B02R02C21	capping protein (actin filament) muscle Z-line, beta (CAPZB)	Q969F3	BC008095.1
B02R02C22	capping protein (actin filament) muscle Z-line, beta (CAPZB)	Q969F3	BC008095.1
B02R03C01	c-myc binding protein (MYCBP)	Q99417	BC008686.1
B02R03C02	c-myc binding protein (MYCBP)	Q99417	BC008686.1
B02R03C03	glutathione S-transferase omega 1 (GSTO1)	P78417	NM_004832.1
B02R03C04	glutathione S-transferase omega 1 (GSTO1)	P78417	NM_004832.1
B02R03C05	CKLF-like MARVEL transmembrane domain containing 3 (CMTM3), transcript variant 4	Q96MX0	NM_181555.1
B02R03C06	CKLF-like MARVEL transmembrane domain containing 3 (CMTM3), transcript variant 4	Q96MX0	NM_181555.1
B02R03C07	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) (SPC24)	Q8NBT2	NM_182513.1
B02R03C08	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) (SPC24)	Q8NBT2	NM_182513.1
B02R03C09	Uncharacterized protein C1orf77	Q9Y3Y2	NM_015607.2
B02R03C10	Uncharacterized protein C1orf77	Q9Y3Y2	NM_015607.2
B02R03C11	membrane-spanning 4-domains, subfamily A, member 6E (MS4A6E)	Q96DS6	NM_139249.2
B02R03C12	membrane-spanning 4-domains, subfamily A, member 6E (MS4A6E)	Q96DS6	NM_139249.2
B02R03C13	adaptor-related protein complex 1, sigma 1 subunit (AP1S1), transcript variant 1	P61966	NM_001283.2
B02R03C14	adaptor-related protein complex 1, sigma 1 subunit (AP1S1), transcript variant 1	P61966	NM_001283.2
B02R03C15	PREDICTED: Homo sapiens hypothetical LOC389321 (LOC389321)	NA	XM_371769.2
B02R03C17	MOB1, Mps One Binder kinase activator-like 2C (yeast) (MOBKL2C), transcript variant 2	Q70IA8	NM_201403.1
B02R03C18	MOB1, Mps One Binder kinase activator-like 2C (yeast) (MOBKL2C), transcript variant 2	Q70IA8	NM_201403.1
B02R03C19	DnaJ homolog subfamily C member 8	O75937	NM_014280.1
B02R03C20	DnaJ homolog subfamily C member 8	O75937	NM_014280.1
B02R03C21	coiled-coil domain containing 53 (CCDC53)	Q9Y3C0	BC010889.1
B02R03C22	coiled-coil domain containing 53 (CCDC53)	Q9Y3C0	BC010889.1
B02R04C01	RAP1B, member of RAS oncogene family (RAP1B), transcript variant 1	P61224	NM_015646.1
B02R04C02	RAP1B, member of RAS oncogene family (RAP1B), transcript variant 1	P61224	NM_015646.1
B02R04C03	Retinoid-inducible serine carboxypeptidase	Q9HB40	BC010078.1
B02R04C04	Retinoid-inducible serine carboxypeptidase	Q9HB40	BC010078.1
B02R04C05	aquaporin 9 (AQP9)	O43315	NM_020980.2
B02R04C06	aquaporin 9 (AQP9)	O43315	NM_020980.2
B02R04C07	Bcl-2-related proline-rich protein	Q9HB09	BC007724.1
B02R04C08	Bcl-2-related proline-rich protein	Q9HB09	BC007724.1
B02R04C09	regulator of chromosome condensation 1 (RCC1), transcript variant 3	P18754	NM_001269.2
B02R04C10	regulator of chromosome condensation 1 (RCC1), transcript variant 3	P18754	NM_001269.2
B02R04C11	cell division cycle 25 homolog C (S. pombe) (CDC25C), transcript variant 1	P30307	NM_001790.2
B02R04C12	cell division cycle 25 homolog C (S. pombe) (CDC25C), transcript variant 1	P30307	NM_001790.2
B02R04C13	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 (SERPINE1)	P05121	NM_000602.1
B02R04C14	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 (SERPINE1)	P05121	NM_000602.1
B02R04C15	transcription factor AP-4 (activating enhancer binding protein 4) (TFAP4)	Q01664	NM_003223.1
B02R04C16	transcription factor AP-4 (activating enhancer binding protein 4) (TFAP4)	Q01664	NM_003223.1
B02R04C18	catechol-O-methyltransferase (COMT), transcript variant MB-COMT	P21964	NM_000754.2
B02R04C19	glycine-N-acyltransferase-like 2 (GLYATL2)	Q8WU03	BC021682.1,BC016789.1
B02R04C20	glycine-N-acyltransferase-like 2 (GLYATL2)	Q8WU03	BC021682.1,BC016789.1
B02R04C21	BRCA2 and CDKN1A interacting protein (BCCIP)	Q9P287	BC009771.1
B02R04C22	BRCA2 and CDKN1A interacting protein (BCCIP)	Q9P287	BC009771.1
B02R05C01	UL16 binding protein 1 (ULBP1)	Q9BZM6	NM_025218.2
B02R05C02	UL16 binding protein 1 (ULBP1)	Q9BZM6	NM_025218.2
B02R05C03	PREDICTED: Homo sapiens hypothetical LOC401544 (LOC401544)	NA	XM_379657.2
B02R05C04	PREDICTED: Homo sapiens hypothetical LOC401544 (LOC401544)	NA	XM_379657.2
B02R05C05	brain protein 44 (BRP44)	O95563	NM_015415.1
B02R05C06	brain protein 44 (BRP44)	O95563	NM_015415.1
B02R05C07	chaperonin containing TCP1, subunit 2 (beta) (CCT2)	P78371	NM_006431.2
B02R05C08	chaperonin containing TCP1, subunit 2 (beta) (CCT2)	P78371	NM_006431.2
B02R05C09	arginine/serine-rich coiled-coil 2 (RSRC2)	Q9P068	BC067773.1
B02R05C10	arginine/serine-rich coiled-coil 2 (RSRC2)	Q9P068	BC067773.1
B02R05C11	baculoviral IAP repeat-containing 8 (BIRC8)	Q96P09	BC039318.1
B02R05C12	baculoviral IAP repeat-containing 8 (BIRC8)	Q96P09	BC039318.1
B02R05C13	Biogenesis of lysosome-related organelles complex 1 subunit 1	Q5R7L8,P78537	BC066340.1,NM_001487.1
B02R05C14	Biogenesis of lysosome-related organelles complex 1 subunit 1	Q5R7L8,P78537	BC066340.1,NM_001487.1
B02R05C15	interleukin 9 (IL9)	P15248	NM_000590.1
B02R05C16	interleukin 9 (IL9)	P15248	NM_000590.1
B02R05C17	poly(A) binding protein, cytoplasmic 5 (PABPC5)	Q96DU9	NM_080832.1
B02R05C18	poly(A) binding protein, cytoplasmic 5 (PABPC5)	Q96DU9	NM_080832.1
B02R05C19	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis) (COPS5)	Q92905	NM_006837.2
B02R05C20	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis) (COPS5)	Q92905	NM_006837.2
B02R05C21	threonyl-tRNA synthetase (TARS)	P26639	NM_152295.3
B02R05C22	threonyl-tRNA synthetase (TARS)	P26639	NM_152295.3
B02R06C01	RNA pseudouridylate synthase domain containing 2 (RPUSD2)	Q8IZ73	NM_152260.1
B02R06C02	RNA pseudouridylate synthase domain containing 2 (RPUSD2)	Q8IZ73	NM_152260.1
B02R06C03	FLJ46266 protein (FLJ46266), mRNA.	Q6ZRL3	NM_207430.1
B02R06C04	FLJ46266 protein (FLJ46266), mRNA.	Q6ZRL3	NM_207430.1
B02R06C05	Inhibitor of growth protein 1	Q9UK53	NM_198219.1,NM_198217.1
B02R06C06	Inhibitor of growth protein 1	Q9UK53	NM_198219.1,NM_198217.1
B02R06C07	Annexin-2 receptor	Q3ZCQ2	BC067873.1,NM_001014279.1
B02R06C08	Annexin-2 receptor	Q3ZCQ2	BC067873.1,NM_001014279.1
B02R06C09	Kinetochore-associated protein NSL1 homolog	Q96IY1	BC007067.1,NM_015471.2
B02R06C10	Kinetochore-associated protein NSL1 homolog	Q96IY1	BC007067.1,NM_015471.2
B02R06C11	chromosome 14 open reading frame 32 (C14orf32)	Q8NDC0	NM_144578.1
B02R06C12	chromosome 14 open reading frame 32 (C14orf32)	Q8NDC0	NM_144578.1
B02R06C13	splA/ryanodine receptor domain and SOCS box containing 2 (SPSB2)	Q99619	NM_032641.1
B02R06C14	splA/ryanodine receptor domain and SOCS box containing 2 (SPSB2)	Q99619	NM_032641.1
B02R06C15	claudin domain containing 1 (CLDND1), transcript variant 2	Q9NY35	NM_019895.1
B02R06C16	claudin domain containing 1 (CLDND1), transcript variant 2	Q9NY35	NM_019895.1
B02R06C17	breast cancer metastasis suppressor 1 (BRMS1), transcript variant 1	Q9HCU9	NM_015399.1
B02R06C18	breast cancer metastasis suppressor 1 (BRMS1), transcript variant 1	Q9HCU9	NM_015399.1
B02R06C19	Cytochrome c oxidase subunit IV isoform 1 (COX4I1), mRNA	NA	NA
B02R06C20	Cytochrome c oxidase subunit IV isoform 1 (COX4I1), mRNA	NA	NA
B02R06C21	Four and a half LIM domains protein 3	Q13643	BC001351.1
B02R06C22	Four and a half LIM domains protein 3	Q13643	BC001351.1
B02R07C01	4-hydroxyphenylpyruvate dioxygenase	P32754	NM_002150.1
B02R07C02	4-hydroxyphenylpyruvate dioxygenase	P32754	NM_002150.1
B02R07C03	Cytochrome c oxidase polypeptide VIc	P09669	NM_004374.2
B02R07C04	Cytochrome c oxidase polypeptide VIc	P09669	NM_004374.2
B02R07C05	nicotinamide nucleotide adenylyltransferase 2 (NMNAT2), transcript variant 1	Q9BZQ4	NM_015039.2
B02R07C06	nicotinamide nucleotide adenylyltransferase 2 (NMNAT2), transcript variant 1	Q9BZQ4	NM_015039.2
B02R07C07	transducin (beta)-like 2 (TBL2), transcript variant 2	Q9Y4P3	NM_032988.1
B02R07C08	transducin (beta)-like 2 (TBL2), transcript variant 2	Q9Y4P3	NM_032988.1
B02R07C09	quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 4	Q96PU8	NM_206855.1
B02R07C10	quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 4	Q96PU8	NM_206855.1
B02R07C11	UPF0566 protein	A6NEY8	XM_293034.2
B02R07C12	UPF0566 protein	A6NEY8	XM_293034.2
B02R07C13	Cation transport regulator-like protein 2	Q8WUX2	BC017941.1,BC019239.1
B02R07C14	Cation transport regulator-like protein 2	Q8WUX2	BC017941.1,BC019239.1
B02R07C15	phenylalanine hydroxylase (PAH)	P00439	BC026251.1
B02R07C16	phenylalanine hydroxylase (PAH)	P00439	BC026251.1
B02R07C17	stimulated by retinoic acid 13 homolog (mouse) (STRA13)	Q96DD4	BC009571.1
B02R07C18	stimulated by retinoic acid 13 homolog (mouse) (STRA13)	Q96DD4	BC009571.1
B02R07C19	acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain (ACADS)	P16219	BC025963.1
B02R07C20	acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain (ACADS)	P16219	BC025963.1
B02R07C21	Immunoglobulin kappa constant, mRNA (cDNA clone MGC:111575 IMAGE:30328747), complete cds	NA	NA
B02R07C22	Immunoglobulin kappa constant, mRNA (cDNA clone MGC:111575 IMAGE:30328747), complete cds	NA	NA
B02R08C01	Ladinin 1, mRNA (cDNA clone MGC:88569 IMAGE:6082757), complete cds	NA	NA
B02R08C02	Ladinin 1, mRNA (cDNA clone MGC:88569 IMAGE:6082757), complete cds	NA	NA
B02R08C03	Immunoglobulin heavy constant gamma 1 (G1m marker), mRNA (cDNA clone MGC:78608 IMAGE:6214622), complete cds	NA	NA
B02R08C04	Immunoglobulin heavy constant gamma 1 (G1m marker), mRNA (cDNA clone MGC:78608 IMAGE:6214622), complete cds	NA	NA
B02R08C05	Glycogen debranching enzyme	P35573	BC078663.1
B02R08C06	Glycogen debranching enzyme	P35573	BC078663.1
B02R08C07	mediator complex subunit 17 (CRSP6)	Q9NVC6	BC021101.1
B02R08C08	mediator complex subunit 17 (CRSP6)	Q9NVC6	BC021101.1
B02R08C09	chromosome 20 open reading frame 3 (C20orf3)	Q9HDC9	NM_020531.2
B02R08C10	chromosome 20 open reading frame 3 (C20orf3)	Q9HDC9	NM_020531.2
B02R08C11	kelch-like 22 (Drosophila) (KLHL22)	Q53GT1	NM_032775.1
B02R08C12	kelch-like 22 (Drosophila) (KLHL22)	Q53GT1	NM_032775.1
B02R08C13	protein phosphatase 1, catalytic subunit, alpha isoform (PPP1CA), transcript variant 1	P62136	NM_002708.1
B02R08C14	protein phosphatase 1, catalytic subunit, alpha isoform (PPP1CA), transcript variant 1	P62136	NM_002708.1
B02R08C15	surfeit 2 (SURF2)	Q15527	NM_017503.2
B02R08C16	surfeit 2 (SURF2)	Q15527	NM_017503.2
B02R08C17	cDNA clone IMAGE:3946787, partial cds	NA	BC009873.1
B02R08C18	cDNA clone IMAGE:3946787, partial cds	NA	BC009873.1
B02R08C19	X antigen family, member 2 (XAGE2)	Q96GT9	NM_130777.1
B02R08C20	X antigen family, member 2 (XAGE2)	Q96GT9	NM_130777.1
B02R08C21	P antigen family, member 5 (prostate associated) (PAGE5)	Q96GU1	BC009230.2
B02R08C22	P antigen family, member 5 (prostate associated) (PAGE5)	Q96GU1	BC009230.2
B02R09C01	SH3 domain and tetratricopeptide repeats 1 (SH3TC1)	Q6NVH2	BC068094.1
B02R09C02	SH3 domain and tetratricopeptide repeats 1 (SH3TC1)	Q6NVH2	BC068094.1
B02R09C03	triadin (TRDN)	Q13061	BC070290.1
B02R09C04	triadin (TRDN)	Q13061	BC070290.1
B02R09C05	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H (APOBEC3H)	A8MV17	BC069023.1
B02R09C06	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H (APOBEC3H)	A8MV17	BC069023.1
B02R09C07	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	NM_004278.2
B02R09C08	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	NM_004278.2
B02R09C09	paraneoplastic antigen MA1 (PNMA1)	Q8ND90	BC039577.1
B02R09C10	paraneoplastic antigen MA1 (PNMA1)	Q8ND90	BC039577.1
B02R09C11	coiled-coil domain containing 128 (CCDC128)	Q6ZMI0	BC040721.1
B02R09C12	coiled-coil domain containing 128 (CCDC128)	Q6ZMI0	BC040721.1
B02R09C13	transmembrane protein 173 (TMEM173)	Q86WV6	NM_198282.1
B02R09C14	transmembrane protein 173 (TMEM173)	Q86WV6	NM_198282.1
B02R09C15	hypothetical protein MGC52110 (MGC52110)	Q86WW8	BC047722.1
B02R09C16	hypothetical protein MGC52110 (MGC52110)	Q86WW8	BC047722.1
B02R09C17	ubiquitin specific peptidase 48 (USP48)	Q86UV5	BC013567.1,BC011576.1
B02R09C18	ubiquitin specific peptidase 48 (USP48)	Q86UV5	BC013567.1,BC011576.1
B02R09C19	THAP domain-containing protein 3	Q8WTV1	BC014218.2
B02R09C20	THAP domain-containing protein 3	Q8WTV1	BC014218.2
B02R09C21	nucleosome assembly protein 1-like 2 (NAP1L2)	Q9ULW6	BC026325.1
B02R09C22	nucleosome assembly protein 1-like 2 (NAP1L2)	Q9ULW6	BC026325.1
B02R10C01	potassium channel tetramerisation domain containing 4 (KCTD4)	Q8WVF5	BC018063.1
B02R10C02	potassium channel tetramerisation domain containing 4 (KCTD4)	Q8WVF5	BC018063.1
B02R10C03	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) (NPL)	A6NK93	BC058003.1
B02R10C04	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) (NPL)	A6NK93	BC058003.1
B02R10C05	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) (RDH11)	Q8TC12	BC000112.1,BC051291.1,BC026274.1
B02R10C06	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) (RDH11)	Q8TC12	BC000112.1,BC051291.1,BC026274.1
B02R10C07	proteasome (prosome, macropain) subunit, beta type, 5 (PSMB5)	P28074	BC057840.1
B02R10C08	proteasome (prosome, macropain) subunit, beta type, 5 (PSMB5)	P28074	BC057840.1
B02R10C09	AT rich interactive domain 3B (BRIGHT-like) (ARID3B)	Q8IVW6	BC060824.1
B02R10C10	AT rich interactive domain 3B (BRIGHT-like) (ARID3B)	Q8IVW6	BC060824.1
B02R11C21	SEC14-like 2 (S. cerevisiae) (SEC14L2)	O76054	BC058915.1
B02R11C22	SEC14-like 2 (S. cerevisiae) (SEC14L2)	O76054	BC058915.1
B02R12C01	nucleosome assembly protein 1-like 1 (NAP1L1)	P55209	BC002387.1
B02R12C02	nucleosome assembly protein 1-like 1 (NAP1L1)	P55209	BC002387.1
B02R12C03	aryl hydrocarbon receptor nuclear translocator (ARNT)	P27540	BC060838.1
B02R12C04	aryl hydrocarbon receptor nuclear translocator (ARNT)	P27540	BC060838.1
B02R12C05	angiopoietin-like 3 (ANGPTL3)	Q9Y5C1	BC058287.1
B02R12C06	angiopoietin-like 3 (ANGPTL3)	Q9Y5C1	BC058287.1
B02R12C07	tandem C2 domains, nuclear (TC2N)	Q8N9U0	NM_152332.2
B02R12C08	tandem C2 domains, nuclear (TC2N)	Q8N9U0	NM_152332.2
B02R12C09	cathepsin E (CTSE), transcript variant 1	P14091	NM_001910.2
B02R12C10	cathepsin E (CTSE), transcript variant 1	P14091	NM_001910.2
