id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670	description
B01R09C14	1-14-9	Hs~MGC:BC021861.1~uORF:IOH11917	371	133	373	233	525	365	1159	231	616	123	hypothetical LOC554202 (LOC554202)
B01R09C17	1-17-9	Hs~MGC:BC036422.1~uORF:IOH27623	-2	0	-2	-2	472	744	928	579	8986	273	hypothetical protein MGC42105 (MGC42105)
B01R09C18	1-18-9	Hs~MGC:BC036422.1~uORF:IOH27623	0	-1	1	0	770	764	895	569	9505	377	hypothetical protein MGC42105 (MGC42105)
B01R09C19	1-19-9	Hs~MGC:BC055314.1~uORF:IOH29446	4776	2255	2386	2054	2363	3855	5654	2699	4370	1676	EMG1 nucleolar protein homolog (S. cerevisiae) (EMG1)
B01R09C20	1-20-9	Hs~MGC:BC055314.1~uORF:IOH29446	4956	1944	2346	2175	2475	3411	5305	2411	3439	1542	EMG1 nucleolar protein homolog (S. cerevisiae) (EMG1)
B01R09C21	1-21-9	Hs~MGC:BC051300.1~uORF:IOH29358	1138	468	997	406	516	527	1263	464	1307	184	Phytanoyl-CoA dioxygenase domain-containing protein 1
B01R09C22	1-22-9	Hs~MGC:BC051300.1~uORF:IOH29358	1111	453	981	395	441	497	1132	441	1570	272	Phytanoyl-CoA dioxygenase domain-containing protein 1
B01R10C01	1-1-10	Hs~MGC:BC014889.1~uORF:IOH10017	1006	577	856	574	360	660	1559	751	1288	323	D4, zinc and double PHD fingers family 2 (DPF2)
B01R10C02	1-2-10	Hs~MGC:BC014889.1~uORF:IOH10017	1010	597	849	548	397	661	1478	751	1132	320	D4, zinc and double PHD fingers family 2 (DPF2)
B01R10C03	1-3-10	Hs~MGC:BC007009.1~uORF:IOH7191	1170	926	1416	760	955	793	1134	1146	2212	536	Carboxypeptidase A2
B01R10C04	1-4-10	Hs~MGC:BC007009.1~uORF:IOH7191	1094	858	1410	783	929	858	1133	1144	2223	438	Carboxypeptidase A2
B01R10C05	1-5-10	Hs~Ref:NM_002539.1~uORF:IOH14694	841	600	789	453	857	1756	1791	567	1709	379	Ornithine decarboxylase
B01R10C06	1-6-10	Hs~Ref:NM_002539.1~uORF:IOH14694	803	574	778	484	845	1800	1964	558	1709	355	Ornithine decarboxylase
B01R10C07	1-7-10	Hs~MGC:BC012575.1~uORF:IOH12167	1649	3689	1373	1273	1426	2970	4309	2746	4561	315	Zinc finger CCCH domain-containing protein 7A
B01R10C08	1-8-10	Hs~MGC:BC012575.1~uORF:IOH12167	1527	3257	1203	1205	1216	2782	3698	2734	3955	277	Zinc finger CCCH domain-containing protein 7A
B01R10C09	1-9-10	Hs~MGC:NM_171998.1~uORF:IOH9931	659	733	815	528	809	451	782	573	3735	330	Ras-related protein Rab-39B
B01R10C10	1-10-10	Hs~MGC:NM_171998.1~uORF:IOH9931	676	697	819	546	845	508	789	585	3600	322	Ras-related protein Rab-39B
B01R11C21	1-21-11	Hs~MGC:BC035314.1~uORF:IOH22146	1773	867	1040	582	741	252	4598	679	1760	383	brix domain containing 1 (BXDC1)
B01R11C22	1-22-11	Hs~MGC:BC035314.1~uORF:IOH22146	1724	806	992	565	739	133	4894	661	1611	327	brix domain containing 1 (BXDC1)
B01R12C01	1-1-12	Hs~MGC:BC016754.1~uORF:IOH13535	213	390	595	384	293	390	566	355	792	222	karyopherin alpha 4 (importin alpha 3) (KPNA4)
B01R12C02	1-2-12	Hs~MGC:BC016754.1~uORF:IOH13535	399	412	538	342	294	430	579	386	781	256	karyopherin alpha 4 (importin alpha 3) (KPNA4)
B01R12C03	1-3-12	Hs~MGC:BC020966.1~uORF:IOH10379	679	652	886	510	490	739	967	587	1281	422	Ectonucleoside triphosphate diphosphohydrolase 5
B01R12C04	1-4-12	Hs~MGC:BC020966.1~uORF:IOH10379	678	615	946	505	500	1270	988	600	1367	4	Ectonucleoside triphosphate diphosphohydrolase 5
B01R12C05	1-5-12	Hs~MGC:BC003548.1~uORF:IOH4864	2326	2344	2700	2466	18811	1556	3550	1184	3272	1618	polymerase (DNA directed), lambda (POLL)
B01R12C06	1-6-12	Hs~MGC:BC003548.1~uORF:IOH4864	2381	2291	2612	2591	19622	1445	3443	1220	3183	1471	polymerase (DNA directed), lambda (POLL)
B01R12C07	1-7-12	Hs~MGC:BC023569.1~uORF:IOH27860	11565	3020	3430	2145	4844	2863	13598	2986	7231	2832	UPF3 regulator of nonsense transcripts homolog A (yeast) (UPF3A)
B01R12C08	1-8-12	Hs~MGC:BC023569.1~uORF:IOH27860	10275	2580	3202	2156	4413	2789	12349	2854	6781	2838	UPF3 regulator of nonsense transcripts homolog A (yeast) (UPF3A)
B01R12C09	1-9-12	Hs~MGC:BC053373.1~uORF:IOH28997	2122	1148	1738	959	1618	1259	2186	1054	3111	687	mitochondrial ribosomal protein L43 (MRPL43)
B01R12C10	1-10-12	Hs~MGC:BC053373.1~uORF:IOH28997	2151	1120	1573	935	1628	1280	2464	1102	3034	659	mitochondrial ribosomal protein L43 (MRPL43)
B01R12C11	1-11-12	Hs~MGC:BC042912.1~uORF:IOH28030	769	682	749	724	653	932	1009	697	1808	490	seryl-tRNA synthetase 2, mitochondrial (SARS2)
B01R12C12	1-12-12	Hs~MGC:BC042912.1~uORF:IOH28030	763	721	782	754	736	961	1154	658	1908	432	seryl-tRNA synthetase 2, mitochondrial (SARS2)
B01R12C13	1-13-12	Hs~MGC:BC030155.1~uORF:IOH23095	1139	747	986	655	1410	1034	1751	813	1858	405	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) (TNFRSF11B)
B01R12C14	1-14-12	Hs~MGC:BC030155.1~uORF:IOH23095	1257	812	1023	662	1261	1044	1641	807	1994	798	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) (TNFRSF11B)
B01R12C15	1-15-12	Hs~Ref:NM_139162.2~uORF:IOH12829	409	376	315	152	278	199	469	203	372	48	Smith-Magenis syndrome chromosome region candidate gene 7 protein
B01R12C16	1-16-12	Hs~Ref:NM_139162.2~uORF:IOH12829	365	373	315	214	210	242	492	195	404	55	Smith-Magenis syndrome chromosome region candidate gene 7 protein
B01R12C17	1-17-12	Hs~Ref:NM_003764.2~uORF:IOH27407	404	344	396	361	215	274	313	277	578	137	syntaxin 11 (STX11)
B01R12C18	1-18-12	Hs~Ref:NM_003764.2~uORF:IOH27407	408	365	422	269	372	169	281	348	572	93	syntaxin 11 (STX11)
B01R12C19	1-19-12	Hs~MGC:BC005305.1~uORF:IOH7363	267	247	362	208	311	277	258	211	311	41	collagen, type IV, alpha 6 (COL4A6)
B01R12C20	1-20-12	Hs~MGC:BC005305.1~uORF:IOH7363	278	247	351	199	356	180	234	241	335	66	collagen, type IV, alpha 6 (COL4A6)
B01R12C21	1-21-12	Hs~Ref:NM_032514.2~uORF:IOH10043	432	329	576	276	219	166	389	194	704	83	microtubule-associated protein 1 light chain 3 alpha (MAP1LC3A), transcript variant 1
B01R12C22	1-22-12	Hs~Ref:NM_032514.2~uORF:IOH10043	313	307	608	209	263	159	378	217	822	122	microtubule-associated protein 1 light chain 3 alpha (MAP1LC3A), transcript variant 1
B01R13C01	1-1-13	Hs~MGC:BC023144.1~uORF:IOH10881	4105	5176	11881	1610	2175	2400	10432	1648	3644	1626	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
B01R13C02	1-2-13	Hs~MGC:BC023144.1~uORF:IOH10881	3907	4670	12061	1534	2020	2165	9561	1637	3589	1663	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
B01R13C03	1-3-13	Hs~Ref:NM_133490.2~uORF:IOH6166	850	641	930	492	487	1149	1437	634	1105	408	potassium voltage-gated channel, subfamily G, member 4 (KCNG4), transcript variant 2
B01R13C04	1-4-13	Hs~Ref:NM_133490.2~uORF:IOH6166	857	572	942	535	514	729	1255	545	1095	50	potassium voltage-gated channel, subfamily G, member 4 (KCNG4), transcript variant 2
B01R13C07	1-7-13	Hs~Ref:NM_001397.1~uORF:IOH42625	809	719	1276	638	769	925	1292	769	1680	600	endothelin converting enzyme 1 (ECE1)
B01R13C08	1-8-13	Hs~Ref:NM_001397.1~uORF:IOH42625	809	712	1255	596	751	1025	1528	718	1735	567	endothelin converting enzyme 1 (ECE1)
B01R13C15	1-15-13	Hs~MGC:BC022073.1~uORF:IOH62089	879	648	802	450	680	590	1382	560	1383	444	COMM domain-containing protein 7
B01R13C16	1-16-13	Hs~MGC:BC022073.1~uORF:IOH62089	725	551	846	466	668	594	1211	514	1235	262	COMM domain-containing protein 7
B01R13C17	1-17-13	Hs~MGC:BC014315.1~uORF:IOH13047	5711	4488	4115	5549	4612	4002	4389	3571	5170	5378	small nuclear RNA activating complex, polypeptide 5, 19kDa (SNAPC5)
B01R13C18	1-18-13	Hs~MGC:BC014315.1~uORF:IOH13047	5702	4171	4306	3541	5853	4300	4171	3534	5175	3796	small nuclear RNA activating complex, polypeptide 5, 19kDa (SNAPC5)
B01R13C19	1-19-13	Hs~Ref:NM_138784.1~uORF:IOH13439	941	830	967	645	892	885	845	675	915	65	hypothetical protein BC014341 (LOC116123)
B01R13C20	1-20-13	Hs~Ref:NM_138784.1~uORF:IOH13439	949	823	835	629	1002	907	872	616	1412	838	hypothetical protein BC014341 (LOC116123)
B01R13C21	1-21-13	Hs~Ref:NM_020367.2~uORF:IOH13091	1470	3742	1004	1244	1121	1396	1682	1386	1746	606	poly (ADP-ribose) polymerase family, member 11 (PARP11)
B01R13C22	1-22-13	Hs~Ref:NM_020367.2~uORF:IOH13091	1392	3348	962	1180	896	1449	1697	1342	1543	548	poly (ADP-ribose) polymerase family, member 11 (PARP11)
B01R14C01	1-1-14	Hs~MGC:BC014974.1~uORF:IOH12832	1179	784	1459	599	675	849	705	692	1728	555	Protein YIF1B
B01R14C02	1-2-14	Hs~MGC:BC014974.1~uORF:IOH12832	1077	774	1352	647	653	929	907	722	1749	569	Protein YIF1B
B01R14C03	1-3-14	Hs~Ref:NM_005621.1~uORF:IOH40815	743	892	674	537	650	862	626	715	1426	461	S100 calcium binding protein A12 (S100A12)
B01R14C04	1-4-14	Hs~Ref:NM_005621.1~uORF:IOH40815	701	807	672	561	593	815	606	672	1357	491	S100 calcium binding protein A12 (S100A12)
B01R14C05	1-5-14	Hs~MGC:BC003160.1~uORF:IOH5120	397	307	590	314	270	451	901	449	639	113	acid phosphatase 2, lysosomal (ACP2)
B01R14C06	1-6-14	Hs~MGC:BC003160.1~uORF:IOH5120	400	347	603	284	275	356	948	431	575	172	acid phosphatase 2, lysosomal (ACP2)
B01R14C07	1-7-14	Hs~MGC:BC032348.1~uORF:IOH21706	441	366	493	288	325	496	724	323	584	258	kelch-like 6 (Drosophila) (KLHL6)
B01R14C08	1-8-14	Hs~MGC:BC032348.1~uORF:IOH21706	424	375	528	297	399	473	698	350	579	282	kelch-like 6 (Drosophila) (KLHL6)
B01R14C09	1-9-14	Hs~Ref:NM_145183.1~uORF:IOH5614	354	372	462	315	317	567	493	419	612	360	PYD and CARD domain containing (PYCARD), transcript variant 3
B01R14C10	1-10-14	Hs~Ref:NM_145183.1~uORF:IOH5614	379	292	558	317	370	467	444	375	614	307	PYD and CARD domain containing (PYCARD), transcript variant 3
B01R14C11	1-11-14	Hs~Ref:NM_018431.3~uORF:IOH42147	493	623	509	376	318	579	668	456	748	293	Docking protein 5
B01R14C12	1-12-14	Hs~Ref:NM_018431.3~uORF:IOH42147	514	530	603	370	362	545	737	412	737	405	Docking protein 5
B01R14C13	1-13-14	Hs~Ref:NM_152721.2~uORF:IOH42262	1519	1521	1073	690	1319	1378	1334	626	1527	474	Docking protein 6
B01R14C14	1-14-14	Hs~Ref:NM_152721.2~uORF:IOH42262	1836	1400	884	752	1498	1420	1312	602	1582	497	Docking protein 6
B01R14C15	1-15-14	Hs~Ref:NM_172175.1~uORF:IOH42096	749	375	609	344	590	537	692	458	877	150	Interleukin-15
B01R14C16	1-16-14	Hs~Ref:NM_172175.1~uORF:IOH42096	627	361	609	309	529	457	795	467	878	127	Interleukin-15
B01R14C17	1-17-14	Hs~Ref:NM_198483.1~uORF:IOH42754	2319	1496	2713	1836	1283	1339	5919	1146	3171	791	RUN and FYVE domain-containing protein 4
B01R14C18	1-18-14	Hs~Ref:NM_198483.1~uORF:IOH42754	2231	1434	2622	1919	1279	1269	5869	1129	3186	838	RUN and FYVE domain-containing protein 4
B01R14C19	1-19-14	Hs~MGC:BC034236.1~uORF:IOH21619	833	1022	1488	543	994	867	1340	960	2190	346	Sorting nexin-18
B01R14C20	1-20-14	Hs~MGC:BC034236.1~uORF:IOH21619	832	920	1507	577	995	959	1343	925	2404	389	Sorting nexin-18
B01R14C21	1-21-14	Hs~Ref:NM_005092.2~uORF:IOH34742	553	440	799	403	486	656	1085	556	1039	228	tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18)
B01R14C22	1-22-14	Hs~Ref:NM_005092.2~uORF:IOH34742	521	454	762	379	456	666	1126	727	1097	149	tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18)
B01R15C01	1-1-15	Hs~Ref:NM_005142.2~uORF:IOH26056	407	404	706	368	234	659	645	407	645	221	gastric intrinsic factor (vitamin B synthesis) (GIF)
B01R15C02	1-2-15	Hs~Ref:NM_005142.2~uORF:IOH26056	406	384	644	364	235	695	622	369	626	221	gastric intrinsic factor (vitamin B synthesis) (GIF)
B01R15C03	1-3-15	Hs~Ref:NM_018376.2~uORF:IOH7251	483	371	679	430	329	619	1008	473	834	279	nipsnap homolog 3B (C. elegans) (NIPSNAP3B)
B01R15C04	1-4-15	Hs~Ref:NM_018376.2~uORF:IOH7251	445	376	660	439	324	600	1072	518	856	307	nipsnap homolog 3B (C. elegans) (NIPSNAP3B)
B01R15C05	1-5-15	Hs~Ref:NM_153378.1~uORF:IOH45483	870	691	1068	699	686	647	961	758	1580	492	Solute carrier family 22 member 12
B01R15C06	1-6-15	Hs~Ref:NM_153378.1~uORF:IOH45483	805	672	1041	661	773	719	933	723	1524	512	Solute carrier family 22 member 12
B01R15C07	1-7-15	Hs~Ref:NM_004058.2~uORF:IOH45954	526	616	684	498	537	542	562	506	1075	252	calcyphosine (CAPS), transcript variant 1
B01R15C08	1-8-15	Hs~Ref:NM_004058.2~uORF:IOH45954	539	540	677	488	565	543	531	499	1010	291	calcyphosine (CAPS), transcript variant 1
B01R15C09	1-9-15	Hs~Ref:NM_181462.1~uORF:IOH45485	1896	1903	3111	2376	1981	1668	4697	2537	3415	1347	mitochondrial ribosomal protein L55 (MRPL55), nuclear gene encoding mitochondrial protein, transcript variant 4
B01R15C10	1-10-15	Hs~Ref:NM_181462.1~uORF:IOH45485	1714	1729	2512	2212	1975	1571	4367	2397	3197	1316	mitochondrial ribosomal protein L55 (MRPL55), nuclear gene encoding mitochondrial protein, transcript variant 4
B01R15C11	1-11-15	Hs~Ref:NM_017828.2~uORF:IOH45931	822	644	1008	534	861	721	1260	720	1482	411	COMM domain containing 4 (COMMD4)
B01R15C12	1-12-15	Hs~Ref:NM_017828.2~uORF:IOH45931	786	662	1014	544	965	811	1322	684	1410	443	COMM domain containing 4 (COMMD4)
B01R15C15	1-15-15	Hs~Ref:NM_002739.1~CAT:P2228	1193	670	507	377	930	724	1153	362	818	187	protein kinase C, gamma (PRKCG)
B01R15C16	1-16-15	Hs~Ref:NM_002739.1~CAT:P2228	975	612	506	380	930	724	1163	325	836	307	protein kinase C, gamma (PRKCG)
B01R15C17	1-17-15	Hs~Ref:NM_003137.2~CAT:PV4215	313	249	717	376	99	801	319	232	348	58	SFRS protein kinase 1 (SRPK1)
B01R15C18	1-18-15	Hs~Ref:NM_003137.2~CAT:PV4215	313	91	711	361	286	783	289	213	265	47	SFRS protein kinase 1 (SRPK1)
B01R15C21	1-21-15	Hs~Ref:NM_002737.1~CAT:P2227	2394	705	912	1343	355	1309	1617	370	1151	5	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status
B01R15C22	1-22-15	Hs~Ref:NM_002737.1~CAT:P2227	2083	656	886	1302	381	1303	1517	359	925	1	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status
B01R16C01	1-1-16	Hs~Ref:NM_002648.1~CAT:PV3503	249	302	403	303	228	1109	378	334	477	112	pim-1 oncogene (PIM1)
B01R16C02	1-2-16	Hs~Ref:NM_002648.1~CAT:PV3503	263	318	444	281	240	353	349	333	485	126	pim-1 oncogene (PIM1)
B01R16C07	1-7-16	Hs~Ref:NM_017692.1~uORF:IOH4894	299	210	357	279	212	388	674	240	625	102	aprataxin (APTX), transcript variant 4
B01R16C08	1-8-16	Hs~Ref:NM_017692.1~uORF:IOH4894	256	248	407	252	170	272	625	232	656	177	aprataxin (APTX), transcript variant 4
B01R16C09	1-9-16	Hs~MGC:NM_173547.2~uORF:IOH11612	277	177	355	259	81	226	315	180	447	24	tripartite motif-containing 65 (TRIM65)
B01R16C10	1-10-16	Hs~MGC:NM_173547.2~uORF:IOH11612	275	302	365	238	190	275	363	221	467	43	tripartite motif-containing 65 (TRIM65)
B01R16C11	1-11-16	Hs~Ref:NM_002475.2~uORF:IOH14814	657	525	18662	526	379	569	863	432	2428	293	myosin, light chain 6B, alkali, smooth muscle and non-muscle (MYL6B)
B01R16C12	1-12-16	Hs~Ref:NM_002475.2~uORF:IOH14814	595	488	16859	523	380	576	845	417	2361	289	myosin, light chain 6B, alkali, smooth muscle and non-muscle (MYL6B)
B01R16C13	1-13-16	Hs~Ref:NM_006466.1~uORF:IOH14273	394	241	457	323	638	273	554	276	567	228	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa (POLR3F)
B01R16C14	1-14-16	Hs~Ref:NM_006466.1~uORF:IOH14273	485	296	416	316	401	299	545	266	568	43	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa (POLR3F)
B01R16C15	1-15-16	Hs~Ref:NM_001641.2~uORF:IOH5081	1643	1321	1671	743	3500	2519	2361	1341	2728	449	APEX nuclease (multifunctional DNA repair enzyme) 1 (APEX1), transcript variant 1
B01R16C16	1-16-16	Hs~Ref:NM_001641.2~uORF:IOH5081	1515	1241	1545	674	3133	2361	2022	1286	2506	572	APEX nuclease (multifunctional DNA repair enzyme) 1 (APEX1), transcript variant 1
B01R16C17	1-17-16	Hs~Ref:NM_005740.1~uORF:IOH4940	1074	1017	1382	758	2603	2020	1813	1146	2755	406	dynein, axonemal, light chain 4 (DNAL4)
B01R16C18	1-18-16	Hs~Ref:NM_005740.1~uORF:IOH4940	1074	995	1322	791	2924	2043	1802	1128	2610	382	dynein, axonemal, light chain 4 (DNAL4)
B01R16C19	1-19-16	Hs~Ref:NM_019070.1~uORF:IOH5264	1980	1831	1755	1172	2777	3636	3465	1702	3926	585	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 (DDX49)
B01R16C20	1-20-16	Hs~Ref:NM_019070.1~uORF:IOH5264	1956	1798	1626	1158	2598	3630	3230	1784	3015	1314	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 (DDX49)
B01R16C21	1-21-16	Hs~Ref:NM_001696.2~uORF:IOH5034	945	807	1163	671	1472	1335	1489	916	2603	493	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 (ATP6V1E1), transcript variant 1
B01R16C22	1-22-16	Hs~Ref:NM_001696.2~uORF:IOH5034	918	800	1103	659	1370	1318	1439	897	2694	323	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 (ATP6V1E1), transcript variant 1
B01R17C01	1-1-17	Hs~MGC:BC012485.1~uORF:IOH10861	1083	783	1283	660	1833	1439	1690	1146	2605	539	major histocompatibility complex, class I-related (MR1)
B01R17C02	1-2-17	Hs~MGC:BC012485.1~uORF:IOH10861	1003	779	1326	681	1844	1470	1744	1009	2750	565	major histocompatibility complex, class I-related (MR1)
B01R17C03	1-3-17	Hs~Ref:NM_003978.2~uORF:IOH3303	903	743	1271	568	1278	1042	1201	793	2383	410	proline-serine-threonine phosphatase interacting protein 1 (PSTPIP1)
B01R17C04	1-4-17	Hs~Ref:NM_003978.2~uORF:IOH3303	862	696	1206	584	1237	986	1352	720	2176	411	proline-serine-threonine phosphatase interacting protein 1 (PSTPIP1)
B01R17C05	1-5-17	Hs~Ref:NM_005793.3~uORF:IOH3852	841	747	1152	575	1453	1278	1440	1002	2345	444	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase) (NME6)
B01R17C06	1-6-17	Hs~Ref:NM_005793.3~uORF:IOH3852	798	722	1117	570	1419	1327	1562	970	2339	437	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase) (NME6)
B01R17C07	1-7-17	Hs~Ref:NM_002135.3~uORF:IOH10133	662	529	894	534	1446	1008	1181	706	1992	380	nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 1
B01R17C08	1-8-17	Hs~Ref:NM_002135.3~uORF:IOH10133	648	545	914	562	1543	1041	1249	724	1953	375	nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 1
B01R17C09	1-9-17	Hs~MGC:BC063110.1~uORF:IOH40721	1317	982	1281	1194	2454	1119	1939	809	2255	796	interleukin 17 receptor E (IL17RE)
B01R17C10	1-10-17	Hs~MGC:BC063110.1~uORF:IOH40721	1329	1097	1253	1160	2399	1267	1803	796	2201	775	interleukin 17 receptor E (IL17RE)
B01R17C11	1-11-17	Hs~Ref:NM_033185.2~uORF:IOH40389	2669	865	1067	665	1359	687	1009	776	2195	392	keratin associated protein 3-3 (KRTAP3-3)
B01R17C12	1-12-17	Hs~Ref:NM_033185.2~uORF:IOH40389	2588	827	1038	649	1395	699	1009	762	2151	411	keratin associated protein 3-3 (KRTAP3-3)
B01R17C13	1-13-17	Hs~MGC:BC040529.1~uORF:IOH27481	790	658	1194	600	787	824	1170	631	1605	702	PCTAIRE protein kinase 3 (PCTK3)
B01R17C14	1-14-17	Hs~MGC:BC040529.1~uORF:IOH27481	806	676	1153	567	887	834	1100	595	1606	447	PCTAIRE protein kinase 3 (PCTK3)
B01R17C15	1-15-17	Hs~Ref:NM_174899.3~uORF:IOH25862	1156	643	782	527	715	780	1794	612	1573	484	F-box protein 36 (FBXO36)
B01R17C16	1-16-17	Hs~Ref:NM_174899.3~uORF:IOH25862	1178	644	782	555	645	823	1584	609	1444	370	F-box protein 36 (FBXO36)
B01R17C17	1-17-17	Hs~Ref:NM_002686.2~uORF:IOH27402	1294	1708	1549	840	1850	1305	1692	931	2979	681	phenylethanolamine N-methyltransferase (PNMT)
B01R17C18	1-18-17	Hs~Ref:NM_002686.2~uORF:IOH27402	1183	1516	1462	902	1925	1278	1612	901	3035	510	phenylethanolamine N-methyltransferase (PNMT)
B01R17C19	1-19-17	Hs~MGC:BC041009.2~uORF:IOH25834	1587	694	1635	3401	1154	3915	4648	834	3169	1642	chromosome 9 open reading frame 25 (C9orf25)
B01R17C20	1-20-17	Hs~MGC:BC041009.2~uORF:IOH25834	1546	679	1461	2959	1257	3787	4649	856	3272	1563	chromosome 9 open reading frame 25 (C9orf25)
B01R17C21	1-21-17	Hs~MGC:BC036075.1~uORF:IOH27252	1166	1053	1311	727	2958	1530	1733	1251	3786	553	GIPC PDZ domain containing family, member 2 (GIPC2)
B01R17C22	1-22-17	Hs~MGC:BC036075.1~uORF:IOH27252	1101	988	1244	700	3166	1580	1684	1293	3302	512	GIPC PDZ domain containing family, member 2 (GIPC2)
B01R18C01	1-1-18	Hs~Ref:NM_002061.1~uORF:IOH25898	1208	1193	1713	685	2891	1564	1550	1096	2774	483	glutamate-cysteine ligase, modifier subunit (GCLM)
B01R18C02	1-2-18	Hs~Ref:NM_002061.1~uORF:IOH25898	1108	1100	1613	674	2615	1496	1534	1013	2606	467	glutamate-cysteine ligase, modifier subunit (GCLM)
B01R18C03	1-3-18	Hs~MGC:BC064834.1~uORF:IOH40742	695	579	781	514	650	804	1010	695	2013	402	LPS-responsive vesicle trafficking, beach and anchor containing (LRBA)
B01R18C04	1-4-18	Hs~MGC:BC064834.1~uORF:IOH40742	666	574	787	511	579	836	1058	639	1835	387	LPS-responsive vesicle trafficking, beach and anchor containing (LRBA)
B01R18C05	1-5-18	Hs~Ref:NM_173518.2~uORF:IOH40744	660	442	668	401	368	669	1077	489	1121	396	chromosome 8 open reading frame 45 (C8orf45)
B01R18C06	1-6-18	Hs~Ref:NM_173518.2~uORF:IOH40744	590	439	681	398	349	650	1061	543	1129	384	chromosome 8 open reading frame 45 (C8orf45)
B01R18C07	1-7-18	Hs~MGC:BC001105.1~uORF:IOH3794	687	405	1015	773	1219	623	840	873	2009	340	dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2)
B01R18C08	1-8-18	Hs~MGC:BC001105.1~uORF:IOH3794	643	407	1010	795	1233	636	856	872	1936	333	dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2)
B01R18C09	1-9-18	Hs~MGC:BC025389.1~uORF:IOH11380	447	425	523	319	366	395	613	422	604	259	Proteasome subunit alpha type-7-like
B01R18C10	1-10-18	Hs~MGC:BC025389.1~uORF:IOH11380	411	421	478	325	368	406	543	368	700	238	Proteasome subunit alpha type-7-like
B01R18C11	1-11-18	Hs~Ref:NM_004952.3~uORF:IOH11980	755	650	1095	553	551	852	1176	638	1520	393	ephrin-A3 (EFNA3)
B01R18C12	1-12-18	Hs~Ref:NM_004952.3~uORF:IOH11980	731	617	1000	563	615	842	1134	621	1485	383	ephrin-A3 (EFNA3)
B01R18C13	1-13-18	Hs~Ref:NM_000865.1~uORF:IOH39590	702	503	800	488	755	555	980	620	1198	366	5-hydroxytryptamine (serotonin) receptor 1E (HTR1E)
B01R18C14	1-14-18	Hs~Ref:NM_000865.1~uORF:IOH39590	678	597	924	442	683	587	1092	596	1174	242	5-hydroxytryptamine (serotonin) receptor 1E (HTR1E)
B01R18C15	1-15-18	Hs~Ref:NM_005400.1~N/A	695	320	462	293	251	406	690	399	544	101	protein kinase C, epsilon (PRKCE)
B01R18C16	1-16-18	Hs~Ref:NM_005400.1~N/A	689	332	478	297	317	391	630	348	822	256	protein kinase C, epsilon (PRKCE)
B01R18C17	1-17-18	Hs~MGC:BC008838.1~N/A	548	317	556	357	367	385	732	451	4	70	Dual specificity mitogen-activated protein kinase kinase 5
B01R18C18	1-18-18	Hs~MGC:BC008838.1~N/A	514	331	579	440	328	455	723	410	2134	242	Dual specificity mitogen-activated protein kinase kinase 5
B01R18C19	1-19-18	Hs~Ref:NM_018649.1~uORF:IOH10067	2405	874	1335	743	1223	1182	12397	950	2245	307	H2A histone family, member Y2 (H2AFY2)
B01R18C20	1-20-18	Hs~Ref:NM_018649.1~uORF:IOH10067	2297	869	1228	639	1144	1217	11737	837	2385	360	H2A histone family, member Y2 (H2AFY2)
B01R18C21	1-21-18	Hs~Ref:NM_018014.2~uORF:IOH12520	3217	1526	1405	1137	1878	1238	2464	770	3593	603	B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 2
B01R18C22	1-22-18	Hs~Ref:NM_018014.2~uORF:IOH12520	2900	1393	1417	1108	1964	1232	2401	813	3386	436	B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 2
B01R19C01	1-1-19	Hs~Ref:NM_017841.1~uORF:IOH5201	682	579	767	403	523	768	819	575	1367	353	chromosome 11 open reading frame 79 (C11orf79)
B01R19C02	1-2-19	Hs~Ref:NM_017841.1~uORF:IOH5201	643	523	729	425	513	616	890	558	1336	378	chromosome 11 open reading frame 79 (C11orf79)
B01R19C03	1-3-19	Hs~Ref:NM_017510.1~uORF:IOH3866	573	444	647	412	497	613	752	458	1215	449	transmembrane emp24 protein transport domain containing 9 (TMED9)
